ticker,fetch_date,trailingPE,forwardPE,priceToBook,priceToSales,enterpriseToEbitda,enterpriseToRevenue,profitMargins,operatingMargins,returnOnAssets,returnOnEquity,grossMargins,earningsGrowth,revenueGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,dividendYield,payoutRatio,marketCap,enterpriseValue,beta,averageVolume,52WeekChange,trailingEps,forwardEps,bookValue,sector,industry
KR,2025-12-16,55.45133,11.828779,5.078619,0.28204054,8.379,0.463,0.0053600003,0.03101,0.05192,0.07997,0.24024001,,0.007,,357.991,0.878,0.347,2.23,1.1593,41523417088,68109680640.0,0.577,6912162,0.03302276,1.13,5.29725,12.338,Consumer Defensive,Grocery Stores
KVUE,2025-12-16,22.946665,15.552984,3.100342,2.2009325,11.562,2.728,0.0955,0.19288,0.06858,0.13469,0.5833,0.038,-0.035,0.039,85.659,0.98,0.577,4.79,1.0967,33027192832,40940953600.0,0.558,41914459,-0.21370238,0.75,1.10654,5.551,Consumer Defensive,Household & Personal Products
L,2025-12-16,15.276812,36.348274,1.1925693,1.1970228,8.835,1.409,0.07949,0.16677,0.01704,0.08182,0.36587003,0.334,0.046,0.257,49.123,0.493,0.493,0.24,0.036199998,21864816640,25727985664.0,0.616,827272,0.24713051,6.9,2.9,88.389,Financial Services,Insurance - Property & Casualty
LDOS,2025-12-16,17.726406,15.115601,4.8430786,1.3764648,12.023,1.62,0.08106,0.11971,0.09491,0.2929,0.17615,0.052,0.067,0.008,105.551,1.624,1.321,0.91,0.1494,23856889856,28074670080.0,0.589,829832,0.26368725,10.49,12.30186,38.395,Technology,Information Technology Services
LEN,2025-12-16,11.8427305,13.497488,1.3528203,0.8505336,7.92,0.832,0.07721,0.07971,0.05899,0.10774,0.19494,-0.462,-0.064,-0.492,24.892,12.742,4.683,1.67,0.19780001,29569832960,28919474176.0,1.401,6027920,-0.1859166,10.11,8.87054,88.504,Consumer Cyclical,Residential Construction
LH,2025-12-16,25.842001,15.022928,2.5131223,1.5897018,14.174,2.022,0.062129997,0.11314999,0.046269998,0.10135999,0.28445,0.56,0.086,0.542,75.557,1.551,1.089,1.09,0.28260002,21882722304,27831357440.0,0.961,784269,0.14388394,10.19,17.52854,104.782,Healthcare,Diagnostics & Research
LHX,2025-12-16,31.058126,23.246763,2.7648625,2.483094,16.059,3.012,0.08091,0.12882,0.04279,0.091309994,0.25649,0.171,0.069,0.155,60.629,1.144,0.878,1.66,0.51240003,53982461952,65473359872.0,0.656,1123395,0.31357288,9.29,12.41162,104.356,Industrials,Aerospace & Defense
LII,2025-12-16,21.366495,19.981924,16.261227,3.2600994,16.121,3.501,0.15741,0.21340999,0.19301,0.92253995,0.33205003,0.045,-0.048,0.028,128.035,1.68,0.724,1.03,0.207,17426208768,18711560192.0,1.16,482122,-0.23088855,23.22,24.82894,30.51,Industrials,Building Products & Equipment
KLAC,2025-12-16,38.464993,29.151003,32.320538,12.881185,28.858,12.965,0.33828998,0.41661,0.20436001,0.99167997,0.61294997,0.208,0.13,0.185,122.127,2.692,1.749,0.62,0.22620001,161328037888,162374598656.0,1.437,1036935,0.8231126,31.85,42.02634,37.905,Technology,Semiconductor Equipment & Materials
LIN,2025-12-16,27.855042,23.383081,5.0422616,5.836037,16.521,6.484,0.21170999,0.2794,0.06989,0.17979999,0.48776,0.27,0.031,0.245,64.673,0.823,0.622,1.44,0.39419997,195530588160,217248825344.0,0.858,2504116,-0.03245002,14.97,17.83298,82.699,Basic Materials,Specialty Chemicals
LKQ,2025-12-16,11.303703,9.250868,1.1934929,0.5570396,7.959,0.926,0.049439996,0.08231,0.049089998,0.10882,0.39058,-0.038,0.013,-0.058,83.675,1.596,0.471,3.93,0.44439998,7852588032,13053082624.0,0.896,2928135,-0.15350997,2.7,3.29915,25.572,Consumer Cyclical,Auto Parts
LLY,2025-12-16,50.245506,32.718597,39.992092,16.025085,34.244,16.557,0.30986,0.48294,0.17603001,0.9647,0.83029,4.804,0.539,4.753,178.516,1.546,0.724,0.61,0.2842,952207343616,983789273088.0,0.369,3845269,0.3196553,21.14,32.46441,26.56,Healthcare,Drug Manufacturers - General
LMT,2025-12-16,26.957153,16.63693,18.0256,1.5418773,18.026,1.783,0.05726,0.11693,0.06391,0.62776,0.08252,0.022,0.088,-0.002,358.987,1.129,0.926,2.87,0.7354,113095147520,130812723200.0,0.241,1350662,-0.021116555,17.97,29.11715,26.874,Industrials,Aerospace & Defense
LNT,2025-12-16,20.638363,19.131657,2.3088017,3.9472237,15.034,6.56,0.19139,0.28843,0.027209999,0.11461,0.46888,-0.052,0.119,-0.047,163.145,0.825,0.554,3.09,0.6297,16870433792,28038432768.0,0.654,2056858,0.09669292,3.18,3.43044,28.426,Utilities,Utilities - Regulated Electric
LOW,2025-12-16,20.577335,19.11541,-13.443207,1.6563232,14.783,2.18,0.08045,0.1192,0.13182001,,0.3359,-0.037,0.032,-0.047,,1.04,0.094,1.93,0.3891,139553505280,183653498880.0,0.956,3011183,-0.04058194,12.09,13.01463,-18.506,Consumer Cyclical,Home Improvement Retail
LRCX,2025-12-16,36.269314,29.275091,20.296478,10.575227,29.763,10.421,0.29657,0.34354,0.19507,0.62261003,0.49313,0.443,0.277,0.405,43.991,2.207,1.539,0.63,0.20969999,207187607552,204156633088.0,1.781,11393070,1.062974,4.53,5.61228,8.095,Technology,Semiconductor Equipment & Materials
LULU,2025-12-16,14.345618,15.992825,5.402666,2.209257,8.49,2.251,0.15720001,0.16988,0.20285,0.41017,0.58413,-0.097,0.071,-0.128,39.156,2.13,0.698,,0.0,24463757312,24925986816.0,1.012,4303008,-0.4752298,14.38,12.89891,38.183,Consumer Cyclical,Apparel Retail
LVS,2025-12-16,30.175674,21.069946,28.912386,3.7496352,13.645,4.734,0.12687999,0.23627001,0.08146,0.65651,0.79810995,0.619,0.242,0.524,847.509,0.889,0.835,1.53,0.42790002,45985525760,58058829824.0,0.967,5639443,0.2162565,2.22,3.17941,2.317,Consumer Cyclical,Resorts & Casinos
LUV,2025-12-16,66.22222,15.0377035,2.7746742,0.7952826,14.134,0.864,0.0137600005,0.00504,0.00712,0.04168,0.21535,-0.091,0.012,-0.194,67.618,0.491,0.376,1.73,1.1429,21910831104,23815710720.0,1.167,9775450,0.25480032,0.63,2.77436,15.036,Industrials,Airlines
LW,2025-12-16,28.586538,16.826841,4.6290383,1.2833626,9.823,1.886,0.04555,0.11378,0.070539996,0.16219,0.22618,-0.477,0.003,-0.495,223.019,1.489,0.693,2.48,0.70669997,8286031360,12178898944.0,0.43,1773214,-0.27526724,2.08,3.53364,12.845,Consumer Defensive,Packaged Foods
LYV,2025-12-16,103.40146,71.28336,62.515446,1.3388458,16.963,1.506,0.03659,0.09149,0.04586,0.5636,0.25144,-0.561,0.111,-0.045,473.811,0.921,0.762,,0.0,32894763008,36993101824.0,1.222,3085809,0.03829968,1.37,1.98728,2.266,Communication Services,Entertainment
LYB,2025-12-16,,12.313794,1.3160052,0.36926183,10.235,0.678,-0.03198,0.06044,0.021960001,-0.10584,0.08163,,-0.102,,124.319,1.57,0.705,12.64,11.468101,13949974528,25597974528.0,0.744,5270619,-0.4115854,-4.03,3.51963,32.933,Basic Materials,Specialty Chemicals
MA,2025-12-16,36.366135,29.788507,64.813805,16.346834,26.485,16.503,0.45275003,0.598,0.23048,1.8486099,1.0,0.229,0.167,0.203,239.715,1.122,0.72,0.61,0.188,514500263936,519426375680.0,0.868,2817795,0.0770607,15.65,19.10569,8.781,Financial Services,Credit Services
MAA,2025-12-16,28.114407,38.3526,2.6703424,7.228897,16.881,9.486,0.25233,0.27229,0.03294,0.09408,0.58661,-0.139,0.006,-0.136,87.122,0.04,0.021,4.57,1.2744,15928166400,20902467584.0,0.77,970390,-0.15352088,4.72,3.46,49.694,Real Estate,REIT - Residential
MAR,2025-12-16,32.5755,27.080265,-26.644497,12.18243,21.52,14.401,0.37984002,0.65933996,0.09641,,0.81554,0.29,0.056,0.247,,0.467,0.43,0.87,0.2743,83742023680,98991841280.0,1.156,1584604,0.032061934,9.47,11.39169,-11.578,Consumer Cyclical,Lodging
MAS,2025-12-16,16.60358,15.392348,-172.65958,1.7891123,11.295,2.151,0.10885999,0.15806,0.15332,5.6387095,0.35777,0.169,-0.033,0.132,1888.69,1.878,1.104,1.91,0.312,13591886848,16343600128.0,1.272,2445638,-0.16505617,3.91,4.21768,-0.376,Industrials,Building Products & Equipment
MCD,2025-12-16,27.17221,24.102865,-104.94897,8.660034,19.62,10.677,0.3204,0.46905997,0.12968999,,0.57425,0.016,0.03,0.01,,1.0,0.821,2.35,0.6041,227447144448,280409964544.0,0.521,3173009,0.06971085,11.73,13.22374,-3.037,Consumer Cyclical,Restaurants
MCHP,2025-12-16,,26.893192,5.422552,8.619128,47.529,9.848,-0.04394,0.08347999,0.0064499998,-0.02854,0.54057,-0.816,-0.02,-0.468,80.841,2.252,0.942,2.71,3.1772,36307218432,41483116544.0,1.463,8438106,0.15251327,-0.46,2.49803,12.389,Technology,Semiconductors
MCK,2025-12-16,25.702997,18.783129,-58.685825,0.2644567,16.704,0.281,0.01042,0.013739999,0.04784,,0.03442,3.77,0.101,3.606,,0.88,0.475,0.4,0.0922,102369599488,108693364736.0,0.383,768845,0.44603574,32.02,43.81645,-14.024,Healthcare,Medical Distribution
MCO,2025-12-16,39.219627,29.863419,21.97827,11.656757,25.795,12.308,0.29916,0.46886003,0.13188,0.54914004,0.7375,0.229,0.107,0.21,181.347,1.84,1.637,0.77,0.2953,87437336576,92320669696.0,1.453,875143,0.0019973516,12.43,16.32432,22.181,Financial Services,Financial Data & Stock Exchanges
MDLZ,2025-12-16,20.322096,17.180292,2.6744874,1.8650413,16.085,2.4,0.0938,0.10837,0.03727,0.13101,0.31053,-0.095,0.059,-0.129,83.621,0.611,0.307,3.7,0.7154,70209478656,90348969984.0,0.397,8950495,-0.11900878,2.67,3.15827,20.288,Consumer Defensive,Confectioners
MDT,2025-12-16,26.712736,16.118166,2.5972965,3.637363,15.392,4.239,0.13706,0.20299,0.04685,0.09822,0.65576,0.081,0.066,0.082,59.563,2.415,1.481,2.84,0.7642,126427463680,147345145856.0,0.723,7170685,0.22735655,3.69,6.11546,37.951,Healthcare,Medical Devices
META,2025-12-16,28.650885,21.497404,8.411406,8.614399,16.569,8.606,0.30892,0.40075,0.18013,0.32643002,0.82013,-0.826,0.262,-0.827,26.311,1.978,1.671,0.33,0.091800004,1632066863104,1630411554816.0,1.273,17844308,0.04001999,22.6,30.12038,76.98,Communication Services,Internet Content & Information
MGM,2025-12-16,186.90001,17.308199,3.8026452,0.59168255,17.369,2.325,0.00403,0.051620003,0.02027,0.10293,0.44646,,0.016,,913.283,1.235,1.08,,0.0,10223670272,40177582080.0,1.481,4866090,0.057393312,0.2,2.15967,9.83,Consumer Cyclical,Resorts & Casinos
MHK,2025-12-16,16.590775,11.1375065,0.82792467,0.6460087,6.599,0.813,0.03927,0.06664,0.03196,0.051999997,0.2511,-0.314,0.014,-0.328,28.031,2.246,1.034,,0.0,6927086592,8719763456.0,1.237,827712,-0.097914994,6.72,10.01032,134.662,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MET,2025-12-16,15.557439,8.238476,1.8858148,0.7637463,12.913,1.02,0.053400002,0.0701,0.0043599997,0.12798001,0.24260001,-0.326,-0.059,-0.332,163.999,1.891,1.626,2.75,0.41900003,54937800704,73371041792.0,0.756,3548129,0.011199951,5.31,10.02734,43.806,Financial Services,Insurance - Life
MKC,2025-12-16,23.767359,21.274677,3.193226,2.7063324,17.537,3.339,0.11462,0.17091,0.05155,0.1385,0.38231,0.011,0.027,0.011,75.356,0.713,0.245,2.8,0.6146,18370314240,22664513536.0,0.621,2644220,-0.16822314,2.88,3.21744,21.436,Consumer Defensive,Packaged Foods
MLM,2025-12-16,32.573486,28.63286,3.9268017,5.5378084,18.949,6.385,0.16688,0.27898002,0.060399998,0.12523,0.30552,0.157,0.124,0.141,60.618,2.966,0.902,0.52,0.16440001,38227492864,44076490752.0,1.16,374504,0.15321779,19.46,22.1382,161.424,Basic Materials,Building Materials
MMM,2025-12-16,26.943089,19.168812,19.019743,3.5551558,15.592,3.87,0.137,0.24367,0.07971,0.72920996,0.40979,-0.375,0.035,-0.392,281.904,1.842,1.027,1.73,0.4609,88256741376,96061988864.0,1.148,3016061,0.31901598,6.15,8.64425,8.712,Industrials,Conglomerates
MMC,2025-12-16,22.324196,18.14782,6.0567846,3.4809353,14.344,4.192,0.15601,0.19240999,0.078779995,0.28734,0.43953,0.0,0.115,0.0,139.501,1.123,0.52,1.93,0.4113,92081184768,110881087488.0,0.751,2859232,-0.12651283,8.39,10.3208,30.924,Financial Services,Insurance Brokers
MNST,2025-12-16,42.528408,33.53239,9.441221,9.16953,28.384,8.854,0.21654,0.30738002,0.16877002,0.25538,0.55813,0.395,0.168,0.414,0.779,3.185,2.629,,0.0,73130033152,70611034112.0,0.477,5518772,0.42386913,1.76,2.23217,7.928,Consumer Defensive,Beverages - Non-Alcoholic
MO,2025-12-16,11.212523,10.575051,-37.493656,4.922382,9.634,6.024,0.4398,0.62826,0.22268,,0.72186,0.052,-0.017,0.036,,0.618,0.449,7.22,0.78629994,99264757760,121471705088.0,0.5,8377762,0.08535004,5.27,5.58768,-1.576,Consumer Defensive,Tobacco
MOH,2025-12-16,10.373833,12.317777,2.026139,0.21064141,2.72,0.093,0.020610001,0.01249,0.052729998,0.19708,0.104729995,-0.734,0.116,-0.758,91.911,1.678,1.599,,0.0,9024300032,3963099904.0,0.516,1636343,-0.4225101,16.05,13.51705,82.176,Healthcare,Healthcare Plans
MPC,2025-12-16,19.714134,12.55577,3.2659636,0.42220682,11.348,0.704,0.02158,0.049689997,0.03866,0.18887,0.093109995,1.412,-0.008,1.203,143.175,1.315,0.702,2.16,0.3872,56398807040,94105763840.0,0.716,1956727,0.34625697,9.41,14.77488,56.801,Energy,Oil & Gas Refining & Marketing
MOS,2025-12-16,6.440415,8.967898,0.6173944,0.6633901,5.552,1.068,0.10334,0.11958,0.02856,0.101169996,0.15647,2.395,0.228,2.367,37.134,1.141,0.328,3.36,0.22540002,7890759680,12697759744.0,0.948,6245906,0.030267239,3.86,2.77211,40.266,Basic Materials,Agricultural Inputs
MPWR,2025-12-16,24.331112,45.61553,12.7470455,17.09261,59.56,16.571,0.7122,0.26477,0.1225,0.64029,0.55239,0.258,0.189,0.234,0.528,4.771,3.412,0.66,0.1521,45482905600,44093825024.0,1.472,617504,0.50665367,39.02,20.81309,74.48,Technology,Semiconductors
MRK,2025-12-16,13.261905,11.877655,4.809787,3.8986185,8.631,4.235,0.29632,0.40802,0.13755,0.39485002,0.77852,0.87,0.037,0.832,79.708,1.661,1.09,3.39,0.4286,250427752448,272064577536.0,0.299,13532437,0.00239861,7.56,8.44106,20.845,Healthcare,Drug Manufacturers - General
MRNA,2025-12-16,,-4.2832866,1.2538764,5.237791,-2.378,3.467,-1.39606,-0.25591,-0.15494001,-0.29317,-1.07616,,-0.454,,7.867,3.925,3.509,,0.0,11690749952,7739418624.0,1.113,10799425,-0.2772326,-8.06,-6.98529,23.862,Healthcare,Biotechnology
MSCI,2025-12-16,35.07668,28.600231,-21.71905,14.015144,26.453,15.33,0.40032002,0.56425,0.19145,,0.82374,0.19,0.095,0.158,,0.882,0.77,1.3,0.4439,42822430720,46841245696.0,1.317,663677,-0.09878987,15.78,19.35334,-25.485,Financial Services,Financial Data & Stock Exchanges
MS,2025-12-16,18.253593,16.931784,2.822825,4.141314,,2.767,0.23606001,0.38872,0.01245,0.15135,0.86797,0.489,0.191,0.446,420.553,2.266,1.85,2.24,0.3872,283812528128,189653303296.0,1.215,5715708,0.3966651,9.74,10.50037,62.983,Financial Services,Capital Markets
MSFT,2025-12-16,33.795017,25.355852,9.72195,12.012498,21.479,12.168,0.35707,0.48873,0.14656,0.32241002,0.68764,0.127,0.184,0.125,33.154,1.401,1.254,0.76,0.2361,3529416114176,3574978576384.0,1.07,22567764,0.052963972,14.05,18.72625,48.84,Technology,Software - Infrastructure
MSI,2025-12-16,29.233974,22.289518,26.136543,5.372913,20.874,6.172,0.18704,0.26554,0.11384,1.1517,0.51578,0.012,0.078,0.0,423.891,1.027,0.79,1.33,0.3499,60783763456,69824921600.0,0.997,1178027,-0.21017867,12.48,16.36823,13.959,Technology,Communication Equipment
MTB,2025-12-16,12.644225,10.956515,1.2011031,3.5231154,,3.334,0.3054,0.43886003,0.01311,0.09628,0.0,0.199,0.08,0.098,,,,2.93,0.3426,31989889024,30274039808.0,0.604,1123377,0.039204717,16.19,18.68386,170.435,Financial Services,Banks - Regional
MTD,2025-12-16,35.21491,30.884752,-115.78571,7.381296,25.871,7.871,0.21202,0.28497,0.20481001,,0.59731996,0.061,0.079,0.028,,1.075,0.634,,0.0,29095526400,31027433472.0,1.4,148785,0.11770177,40.11,45.73357,-12.199,Healthcare,Diagnostics & Research
MTCH,2025-12-16,15.533334,8.706909,-34.813232,2.2623994,10.363,3.146,0.16202,0.30826,0.13065,,0.72330004,0.233,0.021,0.178,,1.41,1.293,2.29,0.35509998,7849094144,10915632128.0,1.35,3838540,0.05098164,2.1,3.74645,-0.937,Communication Services,Internet Content & Information
MU,2025-12-16,31.751337,10.59529,4.9197307,7.1504784,15.241,7.376,0.22845,0.32638,0.08055,0.17198999,0.39791,2.569,0.46,2.609,28.343,2.518,1.709,0.19,0.060599998,267270569984,275716472832.0,1.548,25908954,1.220442,7.48,22.41562,48.275,Technology,Semiconductors
NCLH,2025-12-16,15.57554,8.159773,4.4944987,1.0168961,9.845,2.583,0.06846,0.25507998,0.04729,0.39870998,0.41984,-0.096,0.047,-0.117,699.717,0.195,0.078,,0.0,9856324608,25034905600.0,2.117,16005967,-0.20954907,1.39,2.65326,4.817,Consumer Cyclical,Travel Services
NDAQ,2025-12-16,33.189285,24.342072,4.426924,6.528256,20.684,7.615,0.19895001,0.31614,0.048660003,0.14054,0.62243,0.377,0.029,0.382,79.867,0.986,0.175,1.16,0.3643,53322792960,62197604352.0,1.025,3437154,0.17535484,2.8,3.81767,20.992,Financial Services,Financial Data & Stock Exchanges
NEE,2025-12-16,25.920635,20.391905,3.1384532,6.46633,18.768,10.313,0.24729,0.30768,0.02447,0.08236,0.62041,0.311,0.053,0.316,144.161,0.553,0.357,2.78,0.703,170045079552,271191080960.0,0.733,10166891,0.12979102,3.15,4.00404,26.016,Utilities,Utilities - Regulated Electric
NDSN,2025-12-16,27.94242,19.801476,4.3812065,4.813313,17.251,5.406,0.17354,0.28542998,0.07596,0.16215,0.55156,0.269,0.01,0.241,65.589,1.639,0.918,1.39,0.3713,13437262848,15091141632.0,1.017,337809,0.05106914,8.51,12.0087,54.275,Industrials,Specialty Industrial Machinery
NEM,2025-12-16,15.266462,12.843289,3.2793841,5.0925193,8.871,5.053,0.33423,0.4685,0.10552,0.22875999,0.59299,1.081,0.2,0.987,16.914,2.039,1.379,1.02,0.1555,109504446464,108657008640.0,0.431,11362603,1.4658291,6.53,7.76203,30.399,Basic Materials,Gold
NI,2025-12-16,22.01579,20.293413,2.1889064,3.128656,13.716,5.973,0.14155,0.22873,0.03312,0.09073,0.50821,0.057,0.183,0.105,140.579,0.523,0.237,2.68,0.5816,19795318784,37793288192.0,0.626,4203041,0.14360678,1.9,2.06126,19.11,Utilities,Utilities - Regulated Gas
NOC,2025-12-16,20.749187,19.984367,5.1424513,2.01435,14.856,2.387,0.09819999,0.13221,0.06529,0.26152,0.19422,0.096,0.043,0.072,109.401,1.109,0.924,1.6,0.3147,82443321344,97710784512.0,0.046,756085,0.18628323,27.75,28.81202,111.968,Industrials,Aerospace & Defense
NFLX,2025-12-16,39.234306,28.911106,15.309387,9.159634,31.698,9.477,0.24047,0.28219998,0.14739999,0.42861,0.48084998,0.087,0.172,0.078,65.822,1.332,1.132,,0.0,397333790720,411109949440.0,1.706,42876332,0.035653234,2.39,3.24339,6.125,Communication Services,Entertainment
NKE,2025-12-16,34.758972,27.209082,7.4336476,2.157461,24.465,2.211,0.062340003,0.0791,0.05685,0.21122,0.41938,-0.3,0.011,-0.308,82.128,2.19,1.241,2.43,0.8205,100192485376,102678487040.0,1.291,15328425,-0.13499999,1.95,2.49108,9.118,Consumer Cyclical,Footwear & Accessories
NOW,2025-12-16,92.63922,37.546543,14.054293,12.574182,62.377,12.301,0.13665,0.16789,0.056500003,0.16813,0.78053004,0.159,0.218,0.162,21.255,1.063,0.885,,0.0,159277154304,155818967040.0,0.972,1424429,-0.22396654,8.26,20.38004,54.446,Technology,Software - Application
NRG,2025-12-16,23.914799,17.08012,23.301777,1.0392221,11.71,1.434,0.04839,0.05527,0.06809,0.64186996,0.2175,,0.057,,615.076,1.053,0.527,1.1,0.2582,30946994176,42695389184.0,1.253,2134541,0.7659155,6.69,9.36703,6.866,Utilities,Utilities - Independent Power Producers
NSC,2025-12-16,22.82698,22.808708,4.438401,5.494812,14.688,6.819,0.24219,0.36578,0.061139997,0.2048,0.46427,-0.349,0.017,-0.353,116.353,0.862,0.715,1.8,0.41189998,67201548288,83400548352.0,1.318,1428545,0.22481132,13.12,13.13051,67.477,Industrials,Railroads
NTAP,2025-12-16,19.879791,13.347542,22.913654,3.4320407,13.106,3.363,0.17733999,0.24751,0.10062,1.25346,0.70258003,0.063,0.028,0.02,277.789,1.341,1.155,1.82,0.36240003,22778454016,22319667200.0,1.414,2041025,-0.05575967,5.74,8.54914,4.98,Technology,Software - Infrastructure
NTRS,2025-12-16,16.272726,14.975207,2.187407,3.3556495,,4.398,0.21761,0.30332002,0.01059,0.13432,0.0,0.032,0.042,-0.016,,,,2.29,0.35549998,26620030976,34885566464.0,1.28,1081064,0.32289183,8.58,9.32341,63.829,Financial Services,Asset Management
NUE,2025-12-16,22.787622,13.964545,1.7852461,1.1629921,10.648,1.328,0.05185,0.10421,0.045539998,0.09014,0.114829995,1.505,0.145,1.428,31.248,2.774,1.417,1.38,0.309,37079678976,42348679168.0,1.862,1595446,0.364771,7.11,11.60224,90.755,Basic Materials,Steel
NVR,2025-12-16,16.778452,18.443829,5.5045857,1.992791,10.863,1.967,0.13545,0.17104,0.18898001,0.348,0.23672001,-0.139,-0.049,-0.202,27.023,6.389,2.826,,0.0,21088976896,20811309056.0,1.005,20787,-0.11226088,454.89,413.81595,1386.544,Consumer Cyclical,Residential Construction
NVDA,2025-12-16,43.31449,23.658989,36.036385,22.935165,37.297,22.46,0.53007,0.63168997,0.53528,1.07359,0.7005,0.667,0.625,0.653,9.102,4.468,3.605,0.02,0.0099,4292132732928,4203200118784.0,2.284,192787251,0.34228086,4.07,7.45129,4.892,Technology,Semiconductors
NWS,2025-12-16,35.26506,26.226894,1.8962166,1.9186519,15.474,2.09,0.138,0.10448,0.03738,0.070250005,0.56565,-0.052,0.023,-0.059,31.439,1.763,1.524,0.68,0.241,16308541440,17764374528.0,0.973,1061088,-0.046608806,0.83,1.11603,15.436,Communication Services,Entertainment
NWSA,2025-12-16,31.385542,23.341667,1.6876134,1.7827526,13.899,1.877,0.138,0.10448,0.03738,0.070250005,0.56565,-0.052,0.023,-0.059,31.439,1.763,1.524,0.77,0.241,15153396736,15956315136.0,0.973,3858164,-0.071858406,0.83,1.11603,15.436,Communication Services,Entertainment
NXPI,2025-12-16,28.656366,16.854872,5.81888,4.852447,16.769,5.563,0.17111,0.28238,0.07891,0.20872,0.55401003,-0.111,-0.024,-0.121,117.34,2.375,1.409,1.75,0.5014,58447724544,67008692224.0,1.469,2689727,0.041731358,8.09,13.75448,39.841,Technology,Semiconductors
ODFL,2025-12-16,31.682095,30.330933,7.7349315,5.936061,18.818,5.913,0.18967,0.25655,0.15888,0.25059,0.39296,-0.105,-0.043,-0.122,1.994,1.204,1.064,0.71,0.22129999,33093076992,32963041280.0,1.274,2292119,-0.19846213,4.97,5.1914,20.357,Industrials,Trucking
O,2025-12-16,54.280373,36.933876,1.3681657,9.5156,16.281,14.65,0.17135,0.44514,0.02268,0.02488,0.92573,0.152,0.103,0.172,73.977,1.362,0.833,5.55,2.9953,53428129792,82257125376.0,0.809,5823429,0.058694005,1.07,1.57254,42.451,Real Estate,REIT - Retail
OKE,2025-12-16,13.387868,12.265735,2.0774148,1.4530835,10.632,2.485,0.105790004,0.18160999,0.062750004,0.17847,0.3197,0.262,0.719,0.355,152.218,0.904,0.659,5.66,0.75,45865127936,78430937088.0,0.927,4162803,-0.2769699,5.44,5.93768,35.058,Energy,Oil & Gas Midstream
ON,2025-12-16,75.46575,18.889856,2.824549,3.6410966,12.308,3.709,0.051570002,0.18505,0.056939997,0.03891,0.40297002,-0.326,-0.12,-0.365,45.833,5.231,3.189,,0.0,22530377728,22948026368.0,1.571,9029659,-0.18866253,0.73,2.91638,19.504,Technology,Semiconductors
OMC,2025-12-16,11.870207,8.284165,3.3666596,1.5897281,7.784,1.251,0.08307,0.15593,0.051170003,0.27007,0.18593,-0.103,0.04,-0.116,128.056,0.924,0.729,3.6,0.413,25539459072,20096317440.0,0.761,4533070,-0.09801054,6.78,9.71492,23.905,Communication Services,Advertising Agencies
OTIS,2025-12-16,26.126842,19.758402,-6.3659887,2.4291778,16.647,2.956,0.09413,0.16992001,0.14044,,0.30384,-0.291,0.04,-0.307,,0.936,0.764,1.9,0.4779,34761531392,42301132800.0,1.007,2403379,-0.085115194,3.39,4.48265,-13.913,Industrials,Specialty Industrial Machinery
OXY,2025-12-16,29.55147,24.142342,1.41539,1.4885006,5.444,2.598,0.08169,0.17723,0.03299,0.05955,0.63577,-0.334,-0.077,-0.255,62.221,0.935,0.636,2.39,0.6912,39595606016,69104607232.0,0.392,10296804,-0.11791235,1.36,1.66471,28.395,Energy,Oil & Gas E&P
PANW,2025-12-16,117.64557,42.805527,14.8442745,13.303898,90.978,13.161,0.11687,0.12005,0.03179,0.15324001,0.73467004,-0.041,0.157,-0.048,4.951,0.985,0.848,,0.0,127138709504,125777362944.0,0.786,5515251,-0.047455788,1.58,4.34243,12.522,Technology,Software - Infrastructure
ORLY,2025-12-16,33.03472,28.75693,-90.094696,4.6091866,22.872,5.068,0.14225,0.20742,0.13656001,,0.51474,0.126,0.078,0.091,,0.757,0.092,,0.0,80491511808,88505204736.0,0.616,5162091,0.1328727,2.88,3.30842,-1.056,Consumer Cyclical,Auto Parts
ORCL,2025-12-16,34.694183,23.175198,17.738129,8.70754,24.51,10.551,0.25280002,0.31997,0.06864,0.69026,0.68543,0.909,0.142,0.947,432.511,0.909,0.773,1.05,0.35709998,531299205120,643769171968.0,1.659,25767014,0.11938012,5.33,7.97922,10.425,Technology,Software - Infrastructure
PAYX,2025-12-16,25.81208,19.52836,10.457718,7.1678147,17.111,7.762,0.27855,0.36727002,0.108100004,0.41266,0.72827005,-0.102,0.168,-0.102,126.47,1.268,0.515,3.74,0.9238,41524584448,44967059456.0,0.898,3261395,-0.17700315,4.47,5.90833,11.033,Technology,Software - Application
PAYC,2025-12-16,20.25,16.146597,5.133047,4.576593,16.49,4.322,0.22645001,0.22826,0.07124,0.28557,0.86794,0.496,0.092,0.51,4.943,1.223,0.242,0.92,0.1863,9159135232,8648764416.0,0.842,753753,-0.28484356,8.04,10.08324,31.718,Technology,Software - Application
PCG,2025-12-16,12.907562,9.411533,1.1105487,1.3633755,9.922,3.836,0.10492,0.21312,0.0241,0.0876,0.38042,0.378,0.052,0.429,185.52,0.941,0.409,1.32,0.084,33759905792,94979907584.0,0.371,23693350,-0.2308473,1.19,1.63204,13.831,Utilities,Utilities - Regulated Electric
